,Salary Estimate,Location,Industry,Min,Max,City,State
1918,$99K-$178K,"San Francisco, CA",Computer Hardware & Software,$99K,$178K,San Francisco,CA
1919,$99K-$178K,"San Francisco, CA",Internet,$99K,$178K,San Francisco,CA
1920,$99K-$178K,"San Francisco, CA",Health Care Services & Hospitals,$99K,$178K,San Francisco,CA
1921,$99K-$178K,"San Francisco, CA",Enterprise Software & Network Solutions,$99K,$178K,San Francisco,CA
1922,$99K-$178K,"San Francisco, CA",Unknown,$99K,$178K,San Francisco,CA
1923,$99K-$178K,"San Francisco, CA",Real Estate,$99K,$178K,San Francisco,CA
1924,$99K-$178K,"San Francisco, CA",Health Care Services & Hospitals,$99K,$178K,San Francisco,CA
1925,$99K-$178K,"San Francisco, CA",Health Care Services & Hospitals,$99K,$178K,San Francisco,CA
1926,$99K-$178K,"San Francisco, CA",Electrical & Electronic Manufacturing,$99K,$178K,San Francisco,CA
1927,$99K-$178K,"San Mateo, CA",Lending,$99K,$178K,San Mateo,CA
1928,$99K-$178K,"San Francisco, CA",Lending,$99K,$178K,San Francisco,CA
1929,$99K-$178K,"San Francisco, CA",Internet,$99K,$178K,San Francisco,CA
1930,$99K-$178K,"San Francisco, CA",Unknown,$99K,$178K,San Francisco,CA
1931,$99K-$178K,"San Francisco, CA",Internet,$99K,$178K,San Francisco,CA
1932,$99K-$178K,"San Francisco, CA",Unknown,$99K,$178K,San Francisco,CA
1933,$99K-$178K,"San Francisco, CA",Enterprise Software & Network Solutions,$99K,$178K,San Francisco,CA
1934,$99K-$178K,"Oakland, CA","Department, Clothing, & Shoe Stores",$99K,$178K,Oakland,CA
1935,$99K-$178K,"San Francisco, CA",Staffing & Outsourcing,$99K,$178K,San Francisco,CA
1936,$99K-$178K,"San Francisco, CA",Staffing & Outsourcing,$99K,$178K,San Francisco,CA
1937,$99K-$178K,"San Francisco, CA",Health Care Services & Hospitals,$99K,$178K,San Francisco,CA
1938,$99K-$178K,"Berkeley, CA",Investment Banking & Asset Management,$99K,$178K,Berkeley,CA
1939,$99K-$178K,"San Francisco, CA",Real Estate,$99K,$178K,San Francisco,CA
1940,$99K-$178K,"Oakland, CA",Unknown,$99K,$178K,Oakland,CA
1941,$99K-$178K,"San Francisco, CA",Internet,$99K,$178K,San Francisco,CA
1942,$99K-$178K,"San Francisco, CA",Unknown,$99K,$178K,San Francisco,CA
1943,$93K-$159K,"Oakland, CA",Consulting,$93K,$159K,Oakland,CA
1944,$93K-$159K,"San Francisco, CA",Venture Capital & Private Equity,$93K,$159K,San Francisco,CA
1945,$93K-$159K,"San Francisco, CA",IT Services,$93K,$159K,San Francisco,CA
1946,$93K-$159K,"San Francisco, CA",Accounting,$93K,$159K,San Francisco,CA
1947,$93K-$159K,"San Francisco, CA",Consulting,$93K,$159K,San Francisco,CA
1948,$93K-$159K,"San Francisco, CA",Unknown,$93K,$159K,San Francisco,CA
1949,$93K-$159K,"San Francisco, CA",IT Services,$93K,$159K,San Francisco,CA
1950,$93K-$159K,"San Francisco, CA",Computer Hardware & Software,$93K,$159K,San Francisco,CA
1951,$93K-$159K,"San Francisco, CA",Banks & Credit Unions,$93K,$159K,San Francisco,CA
1952,$93K-$159K,"Burlingame, CA",Federal Agencies,$93K,$159K,Burlingame,CA
1953,$93K-$159K,"San Francisco, CA",Staffing & Outsourcing,$93K,$159K,San Francisco,CA
1954,$93K-$159K,"San Francisco, CA",Enterprise Software & Network Solutions,$93K,$159K,San Francisco,CA
1955,$93K-$159K,"San Francisco, CA",Health Care Services & Hospitals,$93K,$159K,San Francisco,CA
1956,$93K-$159K,"San Mateo, CA",Advertising & Marketing,$93K,$159K,San Mateo,CA
1957,$93K-$159K,"San Mateo, CA",IT Services,$93K,$159K,San Mateo,CA
1958,$93K-$159K,"Foster City, CA",IT Services,$93K,$159K,Foster City,CA
1959,$93K-$159K,"San Francisco, CA",Banks & Credit Unions,$93K,$159K,San Francisco,CA
1960,$93K-$159K,"Marin City, CA",Health Care Services & Hospitals,$93K,$159K,Marin City,CA
1961,$93K-$159K,"San Francisco, CA",Internet,$93K,$159K,San Francisco,CA
1962,$93K-$159K,"San Francisco, CA",IT Services,$93K,$159K,San Francisco,CA
1963,$93K-$159K,"San Francisco, CA",IT Services,$93K,$159K,San Francisco,CA
1964,$93K-$159K,"San Francisco, CA",Internet,$93K,$159K,San Francisco,CA
1965,$93K-$159K,"Daly City, CA",Staffing & Outsourcing,$93K,$159K,Daly City,CA
1966,$93K-$159K,"South San Francisco, CA",Biotech & Pharmaceuticals,$93K,$159K,South San Francisco,CA
1967,$93K-$159K,"San Francisco, CA",Staffing & Outsourcing,$93K,$159K,San Francisco,CA
1968,$82K-$116K,"San Francisco, CA",Health Care Services & Hospitals,$82K,$116K,San Francisco,CA
1969,$82K-$116K,"San Mateo, CA",IT Services,$82K,$116K,San Mateo,CA
1970,$82K-$116K,"San Francisco, CA",Unknown,$82K,$116K,San Francisco,CA
1971,$82K-$116K,"San Francisco, CA",Unknown,$82K,$116K,San Francisco,CA
1972,$82K-$116K,"Foster City, CA",Enterprise Software & Network Solutions,$82K,$116K,Foster City,CA
1973,$82K-$116K,"Foster City, CA",Computer Hardware & Software,$82K,$116K,Foster City,CA
1974,$82K-$116K,"San Francisco, CA",Unknown,$82K,$116K,San Francisco,CA
1975,$82K-$116K,"Burlingame, CA",Computer Hardware & Software,$82K,$116K,Burlingame,CA
1976,$82K-$116K,"San Francisco, CA",Consulting,$82K,$116K,San Francisco,CA
1977,$82K-$116K,"San Bruno, CA",Unknown,$82K,$116K,San Bruno,CA
1978,$82K-$116K,"Oakland, CA",Unknown,$82K,$116K,Oakland,CA
1979,$82K-$116K,"San Mateo, CA",Enterprise Software & Network Solutions,$82K,$116K,San Mateo,CA
1980,$82K-$116K,"Emeryville, CA",Biotech & Pharmaceuticals,$82K,$116K,Emeryville,CA
1981,$82K-$116K,"San Francisco, CA",Internet,$82K,$116K,San Francisco,CA
1982,$82K-$116K,"San Francisco, CA","Health, Beauty, & Fitness",$82K,$116K,San Francisco,CA
1983,$82K-$116K,"San Francisco, CA",IT Services,$82K,$116K,San Francisco,CA
1984,$82K-$116K,"San Francisco, CA",Computer Hardware & Software,$82K,$116K,San Francisco,CA
1985,$82K-$116K,"Burlingame, CA",Federal Agencies,$82K,$116K,Burlingame,CA
1986,$82K-$116K,"San Francisco, CA",Health Care Services & Hospitals,$82K,$116K,San Francisco,CA
1987,$82K-$116K,"San Mateo, CA",Unknown,$82K,$116K,San Mateo,CA
1988,$82K-$116K,"Oakland, CA",Unknown,$82K,$116K,Oakland,CA
1989,$82K-$116K,"San Francisco, CA",Staffing & Outsourcing,$82K,$116K,San Francisco,CA
1990,$82K-$116K,"San Francisco, CA",Unknown,$82K,$116K,San Francisco,CA
1991,$82K-$116K,"Novato, CA",Video Games,$82K,$116K,Novato,CA
1992,$82K-$116K,"Foster City, CA",Enterprise Software & Network Solutions,$82K,$116K,Foster City,CA
1993,$82K-$116K,"San Francisco, CA",Unknown,$82K,$116K,San Francisco,CA
1994,$82K-$116K,"San Francisco, CA",Insurance Carriers,$82K,$116K,San Francisco,CA
1995,$82K-$116K,"San Mateo, CA",Unknown,$82K,$116K,San Mateo,CA
1996,$65K-$120K,"San Francisco, CA",IT Services,$65K,$120K,San Francisco,CA
1997,$65K-$120K,"San Francisco, CA",Unknown,$65K,$120K,San Francisco,CA
1998,$65K-$120K,"Millbrae, CA",Energy,$65K,$120K,Millbrae,CA
1999,$65K-$120K,"San Mateo, CA","Health, Beauty, & Fitness",$65K,$120K,San Mateo,CA
2000,$65K-$120K,"San Francisco, CA",IT Services,$65K,$120K,San Francisco,CA
2001,$65K-$120K,"San Francisco, CA",Accounting,$65K,$120K,San Francisco,CA
2002,$65K-$120K,"San Francisco, CA",IT Services,$65K,$120K,San Francisco,CA
2003,$65K-$120K,"San Francisco, CA",Banks & Credit Unions,$65K,$120K,San Francisco,CA
2004,$65K-$120K,"San Mateo, CA",Staffing & Outsourcing,$65K,$120K,San Mateo,CA
2005,$65K-$120K,"Oakland, CA",IT Services,$65K,$120K,Oakland,CA
2006,$65K-$120K,"San Francisco, CA",Consulting,$65K,$120K,San Francisco,CA
2007,$65K-$120K,"San Francisco, CA",Staffing & Outsourcing,$65K,$120K,San Francisco,CA
2008,$65K-$120K,"San Francisco, CA",Unknown,$65K,$120K,San Francisco,CA
2009,$65K-$120K,"San Francisco, CA",Real Estate,$65K,$120K,San Francisco,CA
2010,$65K-$120K,"San Francisco, CA",Logistics & Supply Chain,$65K,$120K,San Francisco,CA
2011,$65K-$120K,"San Francisco, CA",Computer Hardware & Software,$65K,$120K,San Francisco,CA
2012,$65K-$120K,"San Ramon, CA",Staffing & Outsourcing,$65K,$120K,San Ramon,CA
2013,$65K-$120K,"Hercules, CA",Biotech & Pharmaceuticals,$65K,$120K,Hercules,CA
2014,$65K-$120K,"South San Francisco, CA",Computer Hardware & Software,$65K,$120K,South San Francisco,CA
2015,$65K-$120K,"San Francisco, CA",Internet,$65K,$120K,San Francisco,CA
2016,$65K-$120K,"San Francisco, CA",Advertising & Marketing,$65K,$120K,San Francisco,CA
2017,$65K-$120K,"San Francisco, CA",IT Services,$65K,$120K,San Francisco,CA
2018,$65K-$120K,"San Francisco, CA",Unknown,$65K,$120K,San Francisco,CA
2019,$65K-$120K,"San Francisco, CA",Staffing & Outsourcing,$65K,$120K,San Francisco,CA
2020,$65K-$120K,"San Mateo, CA",Computer Hardware & Software,$65K,$120K,San Mateo,CA
2021,$65K-$120K,"Foster City, CA",IT Services,$65K,$120K,Foster City,CA
2022,$65K-$120K,"San Francisco, CA",Health Fundraising Organizations,$65K,$120K,San Francisco,CA
2023,$65K-$120K,"Berkeley, CA",Colleges & Universities,$65K,$120K,Berkeley,CA
2024,$46K-$86K,"San Francisco, CA",Staffing & Outsourcing,$46K,$86K,San Francisco,CA
2025,$46K-$86K,"San Francisco, CA",Staffing & Outsourcing,$46K,$86K,San Francisco,CA
2026,$46K-$86K,"San Francisco, CA",Banks & Credit Unions,$46K,$86K,San Francisco,CA
2027,$46K-$86K,"San Francisco, CA",Unknown,$46K,$86K,San Francisco,CA
2028,$46K-$86K,"Oakland, CA",Computer Hardware & Software,$46K,$86K,Oakland,CA
2029,$46K-$86K,"San Mateo, CA",Health Care Services & Hospitals,$46K,$86K,San Mateo,CA
2030,$46K-$86K,"San Francisco, CA",Unknown,$46K,$86K,San Francisco,CA
2031,$46K-$86K,"San Francisco, CA",IT Services,$46K,$86K,San Francisco,CA
2032,$46K-$86K,"Foster City, CA",Computer Hardware & Software,$46K,$86K,Foster City,CA
2033,$46K-$86K,"San Francisco, CA",Consulting,$46K,$86K,San Francisco,CA
2034,$46K-$86K,"Foster City, CA",IT Services,$46K,$86K,Foster City,CA
2035,$46K-$86K,"San Francisco, CA",IT Services,$46K,$86K,San Francisco,CA
2036,$46K-$86K,"San Francisco, CA",IT Services,$46K,$86K,San Francisco,CA
2037,$46K-$86K,"San Mateo, CA",Advertising & Marketing,$46K,$86K,San Mateo,CA
2038,$46K-$86K,"San Ramon, CA",IT Services,$46K,$86K,San Ramon,CA
2039,$46K-$86K,"San Francisco, CA",Internet,$46K,$86K,San Francisco,CA
2040,$46K-$86K,"San Francisco, CA",Insurance Carriers,$46K,$86K,San Francisco,CA
2041,$46K-$86K,"San Francisco, CA",Internet,$46K,$86K,San Francisco,CA
2042,$46K-$86K,"San Francisco, CA",IT Services,$46K,$86K,San Francisco,CA
2043,$46K-$86K,"San Francisco, CA",IT Services,$46K,$86K,San Francisco,CA
2044,$46K-$86K,"San Francisco, CA",IT Services,$46K,$86K,San Francisco,CA
2045,$46K-$86K,"San Francisco, CA",IT Services,$46K,$86K,San Francisco,CA
2046,$46K-$86K,"San Francisco, CA",Staffing & Outsourcing,$46K,$86K,San Francisco,CA
2047,$47K-$74K,"Oakland, CA",Staffing & Outsourcing,$47K,$74K,Oakland,CA
2048,$47K-$74K,"San Mateo, CA",Investment Banking & Asset Management,$47K,$74K,San Mateo,CA
2049,$47K-$74K,"Oakland, CA",Health Care Services & Hospitals,$47K,$74K,Oakland,CA
2050,$47K-$74K,"San Francisco, CA",Banks & Credit Unions,$47K,$74K,San Francisco,CA
2051,$47K-$74K,"San Francisco, CA",Health Fundraising Organizations,$47K,$74K,San Francisco,CA
2052,$47K-$74K,"South San Francisco, CA",IT Services,$47K,$74K,South San Francisco,CA
2053,$47K-$74K,"Foster City, CA",IT Services,$47K,$74K,Foster City,CA
2054,$47K-$74K,"Alameda, CA",Staffing & Outsourcing,$47K,$74K,Alameda,CA
2055,$47K-$74K,"Oakland, CA",Consulting,$47K,$74K,Oakland,CA
2056,$47K-$74K,"Walnut Creek, CA",Consulting,$47K,$74K,Walnut Creek,CA
2057,$47K-$74K,"San Francisco, CA",Banks & Credit Unions,$47K,$74K,San Francisco,CA
2058,$47K-$74K,"Burlingame, CA",Federal Agencies,$47K,$74K,Burlingame,CA
2059,$47K-$74K,"South San Francisco, CA",Biotech & Pharmaceuticals,$47K,$74K,South San Francisco,CA
2060,$47K-$74K,"South San Francisco, CA",Research & Development,$47K,$74K,South San Francisco,CA
2061,$47K-$74K,"San Francisco, CA",Unknown,$47K,$74K,San Francisco,CA
2062,$47K-$74K,"San Ramon, CA",Staffing & Outsourcing,$47K,$74K,San Ramon,CA
2063,$47K-$74K,"San Francisco, CA",Staffing & Outsourcing,$47K,$74K,San Francisco,CA
2064,$47K-$74K,"San Francisco, CA",Federal Agencies,$47K,$74K,San Francisco,CA
2065,$47K-$74K,"Foster City, CA",Research & Development,$47K,$74K,Foster City,CA
2066,$47K-$74K,"Walnut Creek, CA",Consumer Products Manufacturing,$47K,$74K,Walnut Creek,CA
2067,$47K-$74K,"San Francisco, CA",Unknown,$47K,$74K,San Francisco,CA
2068,$47K-$74K,"South San Francisco, CA",Staffing & Outsourcing,$47K,$74K,South San Francisco,CA
2069,$47K-$74K,"San Rafael, CA",Staffing & Outsourcing,$47K,$74K,San Rafael,CA
2070,$47K-$74K,"Redwood City, CA",Computer Hardware & Software,$47K,$74K,Redwood City,CA
2071,$47K-$74K,"San Mateo, CA",Unknown,$47K,$74K,San Mateo,CA
2072,$47K-$74K,"San Francisco, CA",Consulting,$47K,$74K,San Francisco,CA
2073,$34K-$61K,"Carmel, IN",Insurance Agencies & Brokerages,$34K,$61K,Carmel,IN
2074,$34K-$61K,"Indianapolis, IN",Financial Transaction Processing,$34K,$61K,Indianapolis,IN
2075,$34K-$61K,"Indianapolis, IN",Consulting,$34K,$61K,Indianapolis,IN
2076,$34K-$61K,"Indianapolis, IN",Enterprise Software & Network Solutions,$34K,$61K,Indianapolis,IN
2077,$34K-$61K,"Indianapolis, IN",Casual Restaurants,$34K,$61K,Indianapolis,IN
2078,$34K-$61K,"Indianapolis, IN",Internet,$34K,$61K,Indianapolis,IN
2079,$34K-$61K,"Indianapolis, IN",IT Services,$34K,$61K,Indianapolis,IN
2080,$34K-$61K,"Indianapolis, IN",IT Services,$34K,$61K,Indianapolis,IN
2081,$34K-$61K,"Indianapolis, IN",Staffing & Outsourcing,$34K,$61K,Indianapolis,IN
2082,$34K-$61K,"Indianapolis, IN",Staffing & Outsourcing,$34K,$61K,Indianapolis,IN
2083,$34K-$61K,"Indianapolis, IN",Unknown,$34K,$61K,Indianapolis,IN
2084,$34K-$61K,"Indianapolis, IN",Staffing & Outsourcing,$34K,$61K,Indianapolis,IN
2085,$34K-$61K,"Indianapolis, IN",IT Services,$34K,$61K,Indianapolis,IN
2086,$34K-$61K,"Indianapolis, IN",IT Services,$34K,$61K,Indianapolis,IN
2087,$34K-$61K,"Whitestown, IN",Logistics & Supply Chain,$34K,$61K,Whitestown,IN
2088,$34K-$61K,"Indianapolis, IN",IT Services,$34K,$61K,Indianapolis,IN
2089,$34K-$61K,"Indianapolis, IN",Health Care Services & Hospitals,$34K,$61K,Indianapolis,IN
2090,$34K-$61K,"Jeffersonville, IN",Financial Transaction Processing,$34K,$61K,Jeffersonville,IN
2091,$34K-$61K,"Indianapolis, IN",IT Services,$34K,$61K,Indianapolis,IN
2092,$34K-$61K,"Beech Grove, IN",Health Care Services & Hospitals,$34K,$61K,Beech Grove,IN
2093,$34K-$61K,"Indianapolis, IN",Casual Restaurants,$34K,$61K,Indianapolis,IN
2094,$34K-$61K,"Lawrence, IN","Department, Clothing, & Shoe Stores",$34K,$61K,Lawrence,IN
2095,$34K-$61K,"Carmel, IN",Insurance Carriers,$34K,$61K,Carmel,IN
2096,$35K-$67K,"Redmond, WA",IT Services,$35K,$67K,Redmond,WA
2097,$35K-$67K,"Seattle, WA",Banks & Credit Unions,$35K,$67K,Seattle,WA
2098,$35K-$67K,"Seattle, WA",Insurance Carriers,$35K,$67K,Seattle,WA
2099,$35K-$67K,"Redmond, WA",Computer Hardware & Software,$35K,$67K,Redmond,WA
2100,$35K-$67K,"Seattle, WA",Staffing & Outsourcing,$35K,$67K,Seattle,WA
2101,$35K-$67K,"Seattle, WA",Banks & Credit Unions,$35K,$67K,Seattle,WA
2102,$35K-$67K,"Seattle, WA",Research & Development,$35K,$67K,Seattle,WA
2103,$35K-$67K,"Issaquah, WA",General Merchandise & Superstores,$35K,$67K,Issaquah,WA
2104,$35K-$67K,"Seattle, WA",Computer Hardware & Software,$35K,$67K,Seattle,WA
2105,$35K-$67K,"Redmond, WA",Computer Hardware & Software,$35K,$67K,Redmond,WA
2106,$35K-$67K,"Seattle, WA",Unknown,$35K,$67K,Seattle,WA
2107,$35K-$67K,"Issaquah, WA",General Merchandise & Superstores,$35K,$67K,Issaquah,WA
2108,$35K-$67K,"Seattle, WA",Lending,$35K,$67K,Seattle,WA
2109,$35K-$67K,"Kent, WA",Aerospace & Defense,$35K,$67K,Kent,WA
2110,$35K-$67K,"Seattle, WA",IT Services,$35K,$67K,Seattle,WA
2111,$35K-$67K,"Redmond, WA",Logistics & Supply Chain,$35K,$67K,Redmond,WA
2112,$35K-$67K,"Seattle, WA",IT Services,$35K,$67K,Seattle,WA
2113,$35K-$67K,"Bellevue, WA",Unknown,$35K,$67K,Bellevue,WA
2114,$35K-$67K,"Bellevue, WA",Enterprise Software & Network Solutions,$35K,$67K,Bellevue,WA
2115,$35K-$67K,"Seattle, WA",Social Assistance,$35K,$67K,Seattle,WA
2116,$35K-$67K,"Seattle, WA",Accounting,$35K,$67K,Seattle,WA
2117,$35K-$67K,"Redmond, WA",IT Services,$35K,$67K,Redmond,WA
2118,$35K-$67K,"Seattle, WA",Staffing & Outsourcing,$35K,$67K,Seattle,WA
2119,$35K-$67K,"Renton, WA",Staffing & Outsourcing,$35K,$67K,Renton,WA
2120,$35K-$67K,"Seattle, WA",Unknown,$35K,$67K,Seattle,WA
2121,$35K-$67K,"Seattle, WA",Lending,$35K,$67K,Seattle,WA
2122,$55K-$101K,"Redmond, WA",Computer Hardware & Software,$55K,$101K,Redmond,WA
2123,$55K-$101K,"Kent, WA",Staffing & Outsourcing,$55K,$101K,Kent,WA
2124,$55K-$101K,"Seattle, WA",Social Assistance,$55K,$101K,Seattle,WA
2125,$55K-$101K,"Kirkland, WA",Staffing & Outsourcing,$55K,$101K,Kirkland,WA
2126,$55K-$101K,"Redmond, WA",Video Games,$55K,$101K,Redmond,WA
2127,$55K-$101K,"Seattle, WA",Unknown,$55K,$101K,Seattle,WA
2128,$55K-$101K,"Redmond, WA",Staffing & Outsourcing,$55K,$101K,Redmond,WA
2129,$55K-$101K,"Issaquah, WA",General Merchandise & Superstores,$55K,$101K,Issaquah,WA
2130,$55K-$101K,"Redmond, WA",Computer Hardware & Software,$55K,$101K,Redmond,WA
2131,$55K-$101K,"Seattle, WA",Unknown,$55K,$101K,Seattle,WA
2132,$55K-$101K,"Redmond, WA",Computer Hardware & Software,$55K,$101K,Redmond,WA
2133,$55K-$101K,"Seattle, WA",Staffing & Outsourcing,$55K,$101K,Seattle,WA
2134,$55K-$101K,"Redmond, WA",Computer Hardware & Software,$55K,$101K,Redmond,WA
2135,$55K-$101K,"Seattle, WA",IT Services,$55K,$101K,Seattle,WA
2136,$55K-$101K,"Seattle, WA",IT Services,$55K,$101K,Seattle,WA
2137,$55K-$101K,"Kent, WA",Staffing & Outsourcing,$55K,$101K,Kent,WA
2138,$55K-$101K,"Seattle, WA",Unknown,$55K,$101K,Seattle,WA
2139,$55K-$101K,"Seattle, WA",IT Services,$55K,$101K,Seattle,WA
2140,$55K-$101K,"Seattle, WA",Unknown,$55K,$101K,Seattle,WA
2141,$55K-$101K,"Seattle, WA",Staffing & Outsourcing,$55K,$101K,Seattle,WA
2142,$55K-$101K,"Seattle, WA",Unknown,$55K,$101K,Seattle,WA
2143,$55K-$101K,"Kirkland, WA",IT Services,$55K,$101K,Kirkland,WA
2144,$55K-$101K,"Seattle, WA",Staffing & Outsourcing,$55K,$101K,Seattle,WA
2145,$55K-$101K,"Seattle, WA",Colleges & Universities,$55K,$101K,Seattle,WA
2146,$55K-$101K,"Renton, WA",Staffing & Outsourcing,$55K,$101K,Renton,WA
2147,$55K-$101K,"Seattle, WA",Unknown,$55K,$101K,Seattle,WA
2148,$55K-$101K,"Seattle, WA",Unknown,$55K,$101K,Seattle,WA
2150,$32K-$56K,"Athens, GA",Colleges & Universities,$32K,$56K,Athens,GA
2151,$32K-$56K,"Athens, GA",IT Services,$32K,$56K,Athens,GA
2152,$32K-$56K,"Athens, GA",IT Services,$32K,$56K,Athens,GA
2153,$32K-$56K,"Athens, GA",IT Services,$32K,$56K,Athens,GA
2154,$36K-$67K,"Burlingame, KS",Computer Hardware & Software,$36K,$67K,Burlingame,KS
2155,$36K-$67K,"Topeka, KS",IT Services,$36K,$67K,Topeka,KS
2156,$36K-$67K,"Topeka, KS",Unknown,$36K,$67K,Topeka,KS
2157,$57K-$67K,"Denver, CO",IT Services,$57K,$67K,Denver,CO
2158,$57K-$67K,"Denver, CO",Computer Hardware & Software,$57K,$67K,Denver,CO
2159,$57K-$67K,"Denver, CO",Computer Hardware & Software,$57K,$67K,Denver,CO
2160,$57K-$67K,"Denver, CO",Internet,$57K,$67K,Denver,CO
2161,$57K-$67K,"Denver, CO",IT Services,$57K,$67K,Denver,CO
2162,$57K-$67K,"Denver, CO",Staffing & Outsourcing,$57K,$67K,Denver,CO
2163,$57K-$67K,"Denver, CO",IT Services,$57K,$67K,Denver,CO
2164,$57K-$67K,"Denver, CO",IT Services,$57K,$67K,Denver,CO
2165,$57K-$67K,"Centennial, CO",Staffing & Outsourcing,$57K,$67K,Centennial,CO
2166,$57K-$67K,"Boulder, CO",Staffing & Outsourcing,$57K,$67K,Boulder,CO
2167,$57K-$67K,"Denver, CO",Health Care Services & Hospitals,$57K,$67K,Denver,CO
2168,$57K-$67K,"Greenwood Village, Arapahoe, CO",IT Services,$57K,$67K,Greenwood Village,Arapahoe
2169,$57K-$67K,"Boulder, CO",Enterprise Software & Network Solutions,$57K,$67K,Boulder,CO
2170,$57K-$67K,"Denver, CO",IT Services,$57K,$67K,Denver,CO
2171,$57K-$67K,"Denver, CO","Hotels, Motels, & Resorts",$57K,$67K,Denver,CO
2172,$57K-$67K,"Denver, CO",Enterprise Software & Network Solutions,$57K,$67K,Denver,CO
2173,$57K-$67K,"Denver, CO",IT Services,$57K,$67K,Denver,CO
2174,$57K-$67K,"Henderson, CO",Utilities,$57K,$67K,Henderson,CO
2175,$57K-$67K,"Englewood, CO",Aerospace & Defense,$57K,$67K,Englewood,CO
2176,$57K-$67K,"Denver, CO",Advertising & Marketing,$57K,$67K,Denver,CO
2177,$57K-$67K,"Denver, CO",IT Services,$57K,$67K,Denver,CO
2178,$57K-$67K,"Greenwood Village, Arapahoe, CO",Staffing & Outsourcing,$57K,$67K,Greenwood Village,Arapahoe
2179,$57K-$67K,"Denver, CO",IT Services,$57K,$67K,Denver,CO
2180,$57K-$67K,"Lakewood, CO",Consulting,$57K,$67K,Lakewood,CO
2181,$57K-$67K,"Denver, CO",Computer Hardware & Software,$57K,$67K,Denver,CO
2182,$57K-$67K,"Lakewood, CO",Internet,$57K,$67K,Lakewood,CO
2183,$49K-$91K,"Denver, CO",Internet,$49K,$91K,Denver,CO
2184,$49K-$91K,"Centennial, CO",Computer Hardware & Software,$49K,$91K,Centennial,CO
2185,$49K-$91K,"Denver, CO",State & Regional Agencies,$49K,$91K,Denver,CO
2186,$49K-$91K,"Greenwood Village, Arapahoe, CO",IT Services,$49K,$91K,Greenwood Village,Arapahoe
2187,$49K-$91K,"Lone Tree, CO",Investment Banking & Asset Management,$49K,$91K,Lone Tree,CO
2188,$49K-$91K,"Louisville, CO",Health Care Products Manufacturing,$49K,$91K,Louisville,CO
2189,$49K-$91K,"Englewood, CO",Aerospace & Defense,$49K,$91K,Englewood,CO
2190,$49K-$91K,"Denver, CO",Financial Transaction Processing,$49K,$91K,Denver,CO
2191,$49K-$91K,"Denver, CO",IT Services,$49K,$91K,Denver,CO
2192,$49K-$91K,"Aurora, CO",Unknown,$49K,$91K,Aurora,CO
2193,$49K-$91K,"Denver, CO",Staffing & Outsourcing,$49K,$91K,Denver,CO
2194,$49K-$91K,"Denver, CO",Federal Agencies,$49K,$91K,Denver,CO
2195,$49K-$91K,"Greenwood Village, Arapahoe, CO",Construction,$49K,$91K,Greenwood Village,Arapahoe
2196,$49K-$91K,"Lakewood, CO",Oil & Gas Services,$49K,$91K,Lakewood,CO
2197,$49K-$91K,"Centennial, CO",Staffing & Outsourcing,$49K,$91K,Centennial,CO
2198,$49K-$91K,"Denver, CO",Health Care Services & Hospitals,$49K,$91K,Denver,CO
2199,$49K-$91K,"Denver, CO",Enterprise Software & Network Solutions,$49K,$91K,Denver,CO
2200,$49K-$91K,"Centennial, CO",Unknown,$49K,$91K,Centennial,CO
2201,$49K-$91K,"Denver, CO",Consulting,$49K,$91K,Denver,CO
2202,$49K-$91K,"Denver, CO",Unknown,$49K,$91K,Denver,CO
2203,$49K-$91K,"Broomfield, CO",IT Services,$49K,$91K,Broomfield,CO
2204,$49K-$91K,"Lakewood, CO",State & Regional Agencies,$49K,$91K,Lakewood,CO
2205,$49K-$91K,"Denver, CO",Staffing & Outsourcing,$49K,$91K,Denver,CO
2206,$49K-$91K,"Boulder, CO",Staffing & Outsourcing,$49K,$91K,Boulder,CO
2207,$49K-$91K,"Denver, CO",IT Services,$49K,$91K,Denver,CO
2208,$49K-$91K,"Englewood, CO",Advertising & Marketing,$49K,$91K,Englewood,CO
2209,$49K-$91K,"Englewood, CO",Unknown,$49K,$91K,Englewood,CO
2210,$49K-$91K,"Denver, CO",State & Regional Agencies,$49K,$91K,Denver,CO
2211,$57K-$100K,"Broomfield, CO","Cable, Internet & Telephone Providers",$57K,$100K,Broomfield,CO
2212,$57K-$100K,"Denver, CO",IT Services,$57K,$100K,Denver,CO
2213,$57K-$100K,"Centennial, CO",Unknown,$57K,$100K,Centennial,CO
2214,$57K-$100K,"Denver, CO",Staffing & Outsourcing,$57K,$100K,Denver,CO
2215,$57K-$100K,"Englewood, CO",Health Care Services & Hospitals,$57K,$100K,Englewood,CO
2216,$57K-$100K,"Denver, CO",Staffing & Outsourcing,$57K,$100K,Denver,CO
2217,$57K-$100K,"Denver, CO",Computer Hardware & Software,$57K,$100K,Denver,CO
2218,$57K-$100K,"Aurora, CO",Health Care Services & Hospitals,$57K,$100K,Aurora,CO
2219,$57K-$100K,"Lakewood, CO",IT Services,$57K,$100K,Lakewood,CO
2220,$57K-$100K,"Greenwood Village, Arapahoe, CO",Unknown,$57K,$100K,Greenwood Village,Arapahoe
2221,$57K-$100K,"Denver, CO",IT Services,$57K,$100K,Denver,CO
2222,$57K-$100K,"Denver, CO",Staffing & Outsourcing,$57K,$100K,Denver,CO
